file,case,expected_car,expected_noisy,pred_car,car_prob,pred_noisy,noisy_prob,latency,error
slice_579.wav,Voitures (car_det),True,,True,0.738502562046051,False,0.00013682377175427973,0.08946442604064941,False
slice_218.wav,Voitures (car_det),True,,True,0.883521318435669,False,3.6757634713779908e-09,0.2085423469543457,False
slice_192.wav,Voitures (car_det),True,,True,0.9925636053085327,False,9.819503543617714e-11,0.22384333610534668,False
slice_636.wav,Voitures (car_det),True,,True,0.9368160963058472,False,9.96216622297652e-05,0.09079408645629883,False
slice_1601.wav,Voitures (car_det),True,,True,0.997077226638794,True,1.0,0.09310436248779297,False
slice_478.wav,Voitures (car_det),True,,True,0.8770115971565247,False,5.552141828957247e-06,0.09378457069396973,False
slice_169.wav,Voitures (car_det),True,,True,0.9923536777496338,False,2.510468569139057e-11,0.21234130859375,False
slice_1787.wav,Voitures (car_det),True,,True,0.9984674453735352,True,0.9999995231628418,0.10692453384399414,False
slice_1582.wav,Voitures (car_det),True,,True,0.9959959983825684,True,0.9999999403953552,0.09709548950195312,False
slice_1983.wav,Voitures (car_det),True,,True,0.9972462058067322,True,1.0,0.08793425559997559,False
slice_1416.wav,Voitures (car_det),True,,True,0.9973310232162476,True,1.0,0.09151768684387207,False
slice_1805.wav,Voitures (car_det),True,,True,0.9976415634155273,True,1.0,0.09882450103759766,False
slice_1532.wav,Voitures (car_det),True,,True,0.995391309261322,True,1.0,0.10368108749389648,False
slice_1438.wav,Voitures (car_det),True,,True,0.9966473579406738,True,0.9999999403953552,0.08594870567321777,False
slice_110.wav,Voitures (car_det),True,,True,0.9897833466529846,False,2.9687788338783605e-10,0.20401239395141602,False
slice_149.wav,Voitures (car_det),True,,True,0.8703853487968445,False,2.6426002719404096e-08,0.2259993553161621,False
slice_1870.wav,Voitures (car_det),True,,True,0.9946771860122681,True,1.0,0.08492350578308105,False
slice_026.wav,Voitures (car_det),True,,False,0.46817976236343384,,,0.10813593864440918,False
slice_1781.wav,Voitures (car_det),True,,True,0.9976223111152649,True,0.999994695186615,0.09516072273254395,False
slice_429.wav,Voitures (car_det),True,,False,0.049839701503515244,,,0.0599827766418457,False
slice_1577.wav,Voitures (car_det),True,,True,0.9975758194923401,True,0.9999999403953552,0.11137890815734863,False
slice_1861.wav,Voitures (car_det),True,,True,0.9962587356567383,True,1.0,0.1010291576385498,False
slice_1702.wav,Voitures (car_det),True,,True,0.9962659478187561,True,1.0,0.09643435478210449,False
slice_1669.wav,Voitures (car_det),True,,True,0.9960505962371826,True,1.0,0.09781217575073242,False
slice_1651.wav,Voitures (car_det),True,,True,0.9960674047470093,True,0.9999998211860657,0.10474491119384766,False
slice_1689.wav,Voitures (car_det),True,,True,0.992831289768219,True,0.9999983906745911,0.10765528678894043,False
slice_1516.wav,Voitures (car_det),True,,True,0.9982621073722839,True,1.0,0.1037452220916748,False
slice_122.wav,Voitures (car_det),True,,True,0.9887540340423584,False,3.956490135514912e-10,0.22876739501953125,False
slice_1828.wav,Voitures (car_det),True,,True,0.9955042004585266,True,1.0,0.09285974502563477,False
slice_1890.wav,Voitures (car_det),True,,True,0.9966620802879333,True,1.0,0.10518050193786621,False
slice_1460.wav,Voitures (car_det),True,,True,0.9919629693031311,True,1.0,0.0930640697479248,False
slice_1682.wav,Voitures (car_det),True,,True,0.9981261491775513,True,0.9999986886978149,0.10446429252624512,False
slice_1703.wav,Voitures (car_det),True,,True,0.9987260699272156,True,1.0,0.08966708183288574,False
slice_055.wav,Voitures (car_det),True,,True,0.9464272856712341,False,7.427342740840004e-09,0.21561479568481445,False
slice_198.wav,Voitures (car_det),True,,True,0.99555903673172,False,7.039167394395918e-05,0.21372318267822266,False
